ipa,anio,clase,clase_predicha,acierto,no3_mgl,prob_normal,prob_riesgo,prob_afectada
231080029,2020,afectada,afectada,1,61.0,7.525498e-05,6.819989e-05,0.9998565
231180025,2021,normal,normal,1,2.5,0.99811304,0.00044627456,0.0014407182
241140065,2025,riesgo,riesgo,1,35.7,0.023494434,0.8448673,0.13163827
221040043,2018,afectada,afectada,1,64.1,0.0007761538,0.00013733128,0.9990865
241140065,2025,riesgo,afectada,0,36.1,0.22084798,0.13394971,0.64520234
241160255,2023,riesgo,riesgo,1,34.1,0.008377612,0.7157501,0.2758723
221040043,2025,afectada,afectada,1,59.3,0.0017677966,0.028819254,0.9694129
211040583,2015,afectada,afectada,1,64.9,0.00040284367,0.0051271077,0.99447
231010130,2018,afectada,afectada,1,84.7,3.681556e-05,8.4313855e-05,0.9998789
241160146,2015,normal,normal,1,8.69,0.9807653,0.0019035751,0.017331168
231030088,2016,normal,normal,1,8.61,0.99557143,0.0035025517,0.0009260512
221060091,2024,afectada,afectada,1,43.5,0.23392178,0.009438151,0.7566401
220960018,2020,afectada,afectada,1,76.0,0.004616467,0.0035453956,0.99183816
210980020,2019,afectada,afectada,1,79.0,0.007570674,0.025807688,0.9666216
221120045,2025,riesgo,riesgo,1,33.9,0.033327006,0.9594945,0.0071785003
210980114,2020,afectada,afectada,1,52.0,0.00019891224,0.0029479598,0.9968532
211040588,2019,afectada,afectada,1,40.5,0.0073467544,0.022641923,0.9700113
210980214,2017,normal,normal,1,18.6,0.7334995,0.0489586,0.21754189
231240007,2025,normal,normal,1,1.1,0.9997781,3.0220997e-05,0.00019174558
231030091,2017,afectada,afectada,1,63.1,0.0007884053,0.0041754935,0.99503607
251160035,2021,riesgo,riesgo,1,35.1,0.003931137,0.95325917,0.042809695
231020155,2021,afectada,afectada,1,41.0,0.001868588,0.03780223,0.9603292
221230018,2016,normal,normal,1,0.43,0.9993031,0.00045004953,0.0002468661
221020012,2023,normal,riesgo,0,20.7,0.032676775,0.915126,0.052197162
241060011,2016,normal,normal,1,2.73,0.99951184,0.00022289374,0.0002652635
231020155,2020,afectada,afectada,1,50.0,0.006743406,0.096826285,0.89643025
210980012,2024,normal,normal,1,5.6,0.9997609,0.00020187463,3.718576e-05
241140065,2021,afectada,riesgo,0,42.0,0.02437605,0.85353476,0.12208913
211040003,2020,afectada,afectada,1,80.0,0.00043622532,4.9274095e-05,0.99951446
241150187,2019,normal,normal,1,15.2,0.99981326,2.1640382e-05,0.00016513681
231030088,2025,normal,normal,1,7.0,0.999711,0.00014188851,0.00014712509
231030088,2019,normal,normal,1,11.65,0.9943037,0.0038677608,0.001828519
231030088,2015,normal,normal,1,13.3,0.9745172,0.013913056,0.011569687
221080061,2025,afectada,afectada,1,63.0,0.013900157,0.0016635358,0.9844363
221040004,2021,afectada,afectada,1,79.8,2.0967784e-05,4.913889e-05,0.9999299
221040043,2020,afectada,afectada,1,79.0,0.037027594,0.007150752,0.95582163
221030027,2017,afectada,afectada,1,172.0,0.00043006192,0.001374263,0.9981957
211020002,2019,afectada,afectada,1,110.0,0.0005559245,0.0001632438,0.99928087
210970015,2016,afectada,normal,0,68.0,0.98083514,0.0060369372,0.013127896
210960027,2024,normal,normal,1,18.6,0.8420824,0.08371586,0.07420179
210980017,2015,afectada,afectada,1,122.0,8.768512e-05,8.0725564e-05,0.99983156
210960027,2019,riesgo,afectada,0,31.9,0.20936258,0.0029910766,0.7876463
210980214,2019,normal,normal,1,24.0,0.94376874,0.0075170496,0.04871428
241160189,2017,normal,normal,1,2.8,0.9991411,6.035492e-05,0.00079850026
231070081,2015,afectada,afectada,1,107.0,6.7234636e-05,0.00019046063,0.9997423
241330041,2015,afectada,afectada,1,46.1,0.10068577,0.423329,0.47598526
251150055,2021,normal,normal,1,8.0,0.98738503,0.0009694195,0.011645589
231030090,2023,riesgo,normal,0,25.7,0.94695055,0.04177076,0.011278675
221040043,2016,afectada,afectada,1,79.4,0.0030591367,0.017255045,0.97968584
221020087,2025,afectada,afectada,1,104.2,0.37696552,0.076928556,0.54610586
241160255,2019,afectada,afectada,1,44.0,0.009258914,0.13582678,0.8549143
210980206,2025,riesgo,afectada,0,37.5,0.029998852,0.02255777,0.9474434
251150055,2024,normal,normal,1,8.0,0.99901545,0.0007242888,0.0002602115
221040004,2016,afectada,afectada,1,156.0,3.1128548e-05,0.00014160463,0.9998273
210980017,2019,afectada,afectada,1,98.7,0.0015539544,0.00031451974,0.9981316
241160069,2022,normal,normal,1,5.0,0.992269,0.00020652986,0.007524515
231080029,2025,afectada,afectada,1,77.4,0.0007295144,0.0065624504,0.992708
241160069,2023,normal,normal,1,3.6,0.98976034,0.009174797,0.0010648002
210980114,2022,afectada,afectada,1,52.0,0.006941241,0.405518,0.5875408
220950084,2019,afectada,afectada,1,53.0,0.0007647368,0.0006496783,0.9985856
210970015,2020,afectada,afectada,1,43.0,0.024352042,0.0053967447,0.97025126
221040004,2024,afectada,afectada,1,91.0,6.9622045e-05,0.0042749443,0.9956554
221120006,2021,normal,normal,1,2.5,0.72029454,0.07673437,0.2029711
211020002,2025,afectada,afectada,1,131.7,0.0012094752,0.00074922654,0.9980413
221030031,2022,afectada,afectada,1,84.0,0.0016273813,4.9192808e-05,0.9983234
220950053,2025,afectada,afectada,1,132.5,0.00015257036,0.0001363211,0.9997111
220950053,2022,afectada,afectada,1,94.0,0.00080218836,0.00081106974,0.99838674
241050067,2019,normal,normal,1,13.0,0.991454,0.0070935697,0.0014524747
220950084,2024,riesgo,afectada,0,31.9,0.01951447,0.029756008,0.95072955
210980206,2023,riesgo,afectada,0,25.5,0.28879806,0.07064403,0.6405579
241220031,2021,normal,normal,1,6.0,0.99984133,3.65857e-05,0.00012209524
220950005,2022,afectada,afectada,1,103.0,0.0010660491,0.0008129262,0.99812096
221060091,2017,afectada,afectada,1,45.7,0.001510759,0.014668747,0.98382044
221020012,2019,riesgo,riesgo,1,31.0,0.0022783948,0.99470323,0.0030184127
241160255,2015,afectada,afectada,1,96.8,0.0005892559,0.00027511033,0.9991357
210980012,2021,normal,normal,1,8.0,0.99457115,0.005281331,0.00014753058
231070139,2021,afectada,afectada,1,207.0,0.0003342659,0.004892357,0.99477345
210980012,2023,normal,normal,1,10.3,0.99790454,0.0020035303,9.1949325e-05
221020012,2015,afectada,riesgo,0,65.1,0.0012790323,0.9080512,0.09066976
221020024,2019,afectada,riesgo,0,40.0,0.00014923577,0.9610994,0.038751386
210920002,2023,normal,normal,1,2.5,0.9982211,0.00040576488,0.0013731293
210970015,2021,normal,normal,1,12.0,0.999092,0.00021358377,0.00069438544
241170058,2025,normal,normal,1,2.5,0.99756986,0.0018726183,0.00055746175
221210014,2025,normal,normal,1,5.2,0.99963963,0.00021343792,0.00014695417
241280020,2021,normal,normal,1,2.5,0.98008406,0.0026124571,0.017303437
251150038,2021,riesgo,normal,0,32.0,0.6481147,0.34570017,0.006185117
210980012,2015,normal,normal,1,11.0,0.99327624,0.0054849368,0.0012388399
221030030,2021,afectada,afectada,1,51.0,6.6550194e-05,0.010044775,0.9898887
211120001,2016,normal,normal,1,3.45,0.99943644,0.00018260296,0.00038088698
221280002,2023,normal,normal,1,2.5,0.99938583,0.00048217067,0.00013198258
221020024,2018,afectada,afectada,1,54.4,6.2994135e-05,0.0013177587,0.9986192
221030031,2024,afectada,afectada,1,57.0,0.030990334,0.0020847635,0.96692485
241130030,2022,normal,normal,1,8.0,0.9912464,0.001637263,0.0071162814
241330041,2022,afectada,afectada,1,60.0,0.062694386,0.05135246,0.8859531
241150187,2016,normal,normal,1,12.2,0.99941885,7.347799e-05,0.0005076546
211040003,2018,afectada,afectada,1,79.1,2.711865e-05,3.9198017e-05,0.9999337
220950053,2018,afectada,afectada,1,100.0,0.00012474626,0.000113174705,0.9997621
241160255,2020,afectada,afectada,1,46.0,0.0036248385,0.0044383192,0.9919369
211040588,2023,afectada,afectada,1,45.5,0.0003162639,0.0012601562,0.9984236
221040043,2017,normal,afectada,0,21.1,0.0023177827,0.040613744,0.95706844
210980114,2019,afectada,afectada,1,40.1,0.0025210688,0.0049629654,0.992516
210980012,2015,riesgo,normal,0,31.8,0.9811385,0.006186231,0.012675171
241230015,2025,normal,normal,1,14.3,0.9685177,0.023374055,0.008108247
211040003,2017,afectada,afectada,1,80.0,0.00025097228,0.0018993099,0.9978497
211020002,2016,afectada,afectada,1,126.0,0.0005462586,0.00012812909,0.99932563
210980012,2020,normal,normal,1,10.0,0.99852246,0.0014003875,7.7155775e-05
221040004,2025,afectada,afectada,1,71.4,3.3413984e-05,0.000621021,0.9993456
241150030,2016,normal,normal,1,2.17,0.9989479,0.0008005778,0.00025151268
211040587,2022,afectada,afectada,1,121.0,0.00023312338,0.00038609173,0.9993807
210980017,2021,afectada,afectada,1,98.0,0.0016157401,0.0015396201,0.99684465
241160255,2021,afectada,afectada,1,40.0,0.04296263,0.028147815,0.9288895
231030063,2021,afectada,afectada,1,213.0,0.0011133153,0.0071225986,0.991764
241160255,2025,riesgo,riesgo,1,31.3,0.0018481275,0.8552332,0.14291863
211120001,2025,normal,normal,1,4.6,0.99900633,0.00044065528,0.00055302057
211040583,2016,afectada,afectada,1,67.4,6.196684e-05,0.0001723139,0.9997657
221020012,2016,riesgo,riesgo,1,30.1,0.050107285,0.9185145,0.03137822
241220031,2019,normal,normal,1,8.69,0.99952996,8.224386e-05,0.0003877609
221080061,2019,afectada,afectada,1,64.3,0.02970802,0.0006634093,0.9696286
231070081,2018,afectada,afectada,1,89.5,6.053028e-05,1.8405071e-05,0.9999211
221120045,2016,afectada,afectada,1,46.8,0.007333634,0.08910243,0.9035639
241130002,2021,normal,normal,1,19.0,0.9963367,0.0029322456,0.0007310961
220960018,2016,normal,afectada,0,8.95,0.18204965,0.22592051,0.5920298
211040587,2024,afectada,afectada,1,82.0,0.001820162,0.0049313977,0.99324846
210980114,2020,afectada,afectada,1,46.0,0.0034189338,0.0039336546,0.9926474
241160255,2017,afectada,afectada,1,50.9,0.002241822,0.0008249971,0.9969332
241050067,2024,normal,normal,1,2.5,0.9994411,0.0003287577,0.00023012137
220960018,2015,afectada,afectada,1,50.7,0.005755085,0.00062695117,0.993618
211020172,2015,afectada,afectada,1,135.0,4.88464e-05,9.29118e-05,0.99985826
221040004,2017,afectada,afectada,1,107.0,2.1008631e-05,9.789138e-05,0.999881
221020012,2017,riesgo,riesgo,1,29.3,0.0012937594,0.9857895,0.012916798
210980214,2016,normal,normal,1,20.4,0.8092416,0.07266801,0.11809036
211040003,2019,afectada,afectada,1,98.9,0.0006851894,0.00014228447,0.9991725
231030063,2025,afectada,afectada,1,182.0,0.00024632533,0.0005110492,0.99924266
210980214,2023,normal,normal,1,15.7,0.9690021,0.02961925,0.0013786219
210980214,2020,afectada,afectada,1,39.0,0.17103276,0.012564538,0.81640273
221020024,2021,riesgo,afectada,0,28.0,0.0023920066,0.026417976,0.97119
210980012,2017,normal,normal,1,11.9,0.99581844,0.002106374,0.0020751932
221040004,2018,afectada,afectada,1,63.4,1.1184098e-05,6.551312e-05,0.99992335
221160027,2016,normal,normal,1,1.26,0.99921393,0.00054944603,0.00023658891
210960027,2019,normal,afectada,0,18.0,0.010836684,0.051082682,0.93808067
211030763,2017,normal,normal,1,14.5,0.9986523,0.00022593701,0.0011218039
231030090,2017,riesgo,afectada,0,32.3,0.402818,0.1081348,0.4890472
241060011,2015,normal,normal,1,4.39,0.963564,0.034695487,0.0017405492
231070139,2023,afectada,afectada,1,192.0,0.00022277198,0.0036749563,0.99610233
241050067,2016,normal,normal,1,21.3,0.983238,0.008525997,0.008236021
231060003,2025,afectada,afectada,1,51.9,4.799584e-05,0.00031736342,0.9996346
241160252,2017,normal,normal,1,17.8,0.99792045,0.0004982754,0.001581257
221040043,2025,afectada,afectada,1,51.9,0.009208144,0.020068511,0.9707234
221020012,2025,riesgo,riesgo,1,25.8,0.017449163,0.98131704,0.0012338611
251160078,2023,normal,riesgo,0,17.3,0.1573607,0.82319194,0.019447336
251160072,2025,normal,riesgo,0,18.9,0.010067606,0.6429102,0.34702224
231080029,2015,afectada,afectada,1,87.8,0.00072540675,0.00033753275,0.9989371
231070139,2022,afectada,afectada,1,210.0,5.0701765e-05,0.00043801835,0.99951124
221210013,2016,normal,normal,1,1.02,0.99934,0.00047235715,0.00018763499
221020012,2020,riesgo,riesgo,1,29.0,0.010452598,0.9752901,0.0142573025
221120006,2016,normal,normal,1,1.31,0.98502165,0.011400453,0.003577873
241160207,2017,normal,normal,1,10.0,0.9991191,0.00043028512,0.00045060564
210980020,2015,afectada,afectada,1,47.6,0.00048545023,0.21965927,0.77985525
210980114,2015,afectada,afectada,1,63.9,0.00059934426,0.042597424,0.95680326
241160181,2016,afectada,afectada,1,97.3,0.0017379685,0.00017443515,0.9980876
221160027,2025,normal,normal,1,1.7,0.99938405,0.00036339153,0.00025257215
231060003,2025,afectada,afectada,1,95.0,0.00054400205,0.007014644,0.9924414
220950053,2016,afectada,afectada,1,77.6,0.00021967577,0.0001721662,0.9996082
210980017,2025,afectada,afectada,1,98.3,0.0020624977,0.00012673847,0.9978108
231050145,2017,riesgo,riesgo,1,28.2,0.055220507,0.9342843,0.010495148
210980114,2016,afectada,afectada,1,41.1,0.0022372159,0.016441068,0.98132175
251160035,2025,afectada,riesgo,0,41.8,0.040056154,0.94712967,0.0128141735
211030763,2015,normal,normal,1,6.7,0.9974118,0.0006570655,0.0019311153
241220031,2022,normal,normal,1,6.0,0.99977547,6.649518e-05,0.00015802556
231020159,2023,riesgo,riesgo,1,27.0,0.01004762,0.8362456,0.15370679
221020087,2024,afectada,afectada,1,120.0,0.0057318956,0.00018535547,0.99408275
210980114,2019,afectada,afectada,1,41.0,0.0018555138,0.00072659185,0.9974179
241160069,2020,normal,normal,1,5.0,0.99807715,0.000107004125,0.0018158584
220950053,2018,afectada,afectada,1,101.0,0.00023877357,0.00011922687,0.999642
241260021,2015,normal,normal,1,18.7,0.9935395,0.004748671,0.001711785
241160255,2018,afectada,afectada,1,70.1,0.0076123527,0.12376562,0.86862206
210980017,2024,afectada,afectada,1,72.0,0.0017482574,0.0060246587,0.9922271
241050067,2017,normal,normal,1,20.0,0.9913201,0.005186639,0.003493257
241220031,2020,normal,normal,1,5.0,0.9997882,0.000106485364,0.00010526394
221030031,2019,afectada,afectada,1,65.3,0.0022540684,0.010984316,0.9867617
231030091,2017,afectada,afectada,1,44.5,0.008476601,0.019140445,0.97238296
221040043,2021,afectada,afectada,1,66.0,0.02341656,0.0040303553,0.97255313
221030044,2023,afectada,afectada,1,80.0,0.00067789026,0.000942201,0.99837995
211040524,2025,afectada,afectada,1,152.2,0.0012606881,0.0009191477,0.99782014
210980114,2016,afectada,afectada,1,54.9,0.00029194637,0.0014237507,0.9982843
241160207,2019,normal,normal,1,13.02,0.9996562,0.00013078284,0.00021301117
231020155,2020,riesgo,riesgo,1,34.0,0.00092690036,0.97490954,0.024163568
221060091,2022,afectada,afectada,1,40.0,0.1685971,0.0147731155,0.81662977
241060011,2019,normal,normal,1,8.08,0.99967027,0.00020091333,0.00012887831
210980012,2019,normal,normal,1,14.21,0.99118024,0.004928143,0.003891651
220950053,2020,afectada,afectada,1,78.7,0.00018839828,0.00030395432,0.99950767
210980012,2021,normal,normal,1,8.0,0.99427044,0.005573914,0.0001557036
211020172,2025,afectada,afectada,1,129.6,0.0001493788,8.550881e-05,0.9997651
241150028,2019,normal,normal,1,4.33,0.9976076,0.00049095554,0.0019014523
211040003,2025,afectada,afectada,1,117.5,0.0002648379,8.001214e-05,0.9996551
221030030,2018,afectada,afectada,1,66.1,9.677965e-05,0.0002525367,0.9996507
241220031,2017,normal,normal,1,4.9,0.99955827,0.00013694064,0.00030474295
251150038,2025,riesgo,riesgo,1,30.0,0.11519535,0.88188314,0.0029215487
231050145,2023,riesgo,riesgo,1,25.6,0.25644627,0.72981906,0.013734679
211030008,2025,normal,normal,1,1.8,0.9992211,0.000484349,0.00029458725
210980020,2023,afectada,riesgo,0,48.8,0.14111905,0.5293953,0.32948565
211120001,2023,normal,normal,1,5.6,0.9995442,0.00018974581,0.00026602778
231020155,2016,afectada,afectada,1,76.8,0.0009926383,0.041178595,0.95782876
241060011,2019,normal,normal,1,3.2,0.9998227,6.209318e-05,0.00011530407
221030030,2025,afectada,afectada,1,44.8,0.00033226135,0.082469776,0.91719794
210980012,2023,normal,normal,1,10.3,0.99710196,0.0027997182,9.828197e-05
220950084,2023,afectada,afectada,1,39.6,0.00536087,0.2008715,0.79376763
251220026,2022,riesgo,afectada,0,35.0,0.051291037,0.14182718,0.8068818
211040587,2018,afectada,afectada,1,81.2,0.00042039348,2.7483826e-05,0.9995521
241220031,2019,normal,normal,1,6.0,0.99938154,0.00039085167,0.00022758172
241150030,2017,normal,normal,1,3.84,0.9989151,0.00018253851,0.0009023898
231030088,2023,normal,normal,1,8.8,0.97902894,0.018569466,0.0024015668
221120045,2019,afectada,afectada,1,39.4,0.025083516,0.012143879,0.9627726
221060002,2016,normal,riesgo,0,22.8,0.07377821,0.91787344,0.008348279
241220031,2020,normal,normal,1,6.0,0.9995497,3.052032e-05,0.00041980454
211040587,2023,afectada,afectada,1,106.0,0.0036884996,0.0015289783,0.9947825
221040004,2019,afectada,afectada,1,71.9,5.273307e-05,0.00052732014,0.9994199
210940011,2021,normal,normal,1,3.4,0.92137593,0.001508166,0.0771159
251150038,2023,riesgo,riesgo,1,25.1,0.19081843,0.80561054,0.0035710481
211120001,2021,normal,normal,1,5.0,0.9956201,0.00022305285,0.0041568577
211030763,2017,normal,normal,1,4.63,0.9979553,0.00012694142,0.0019177202
231010130,2021,afectada,afectada,1,79.0,0.0009762802,0.0036194976,0.99540424
231050020,2025,afectada,afectada,1,42.5,0.004427653,0.00042436807,0.995148
231080029,2016,afectada,afectada,1,58.5,3.068928e-05,2.2196273e-05,0.9999471
231030091,2020,afectada,afectada,1,66.0,0.0588,0.13988501,0.801315
220950053,2023,afectada,afectada,1,78.0,0.0031610536,0.0008236536,0.99601525
210980012,2019,normal,normal,1,8.0,0.99976474,0.0001872886,4.7991423e-05
210970015,2015,afectada,normal,0,87.6,0.44814938,0.2467751,0.30507553
221030030,2024,afectada,afectada,1,54.0,0.0012326376,0.0017889221,0.9969784
220950084,2015,afectada,afectada,1,56.6,0.00050856854,0.0009772136,0.99851424
231020159,2017,riesgo,riesgo,1,25.2,0.019048812,0.8480116,0.13293953
210980017,2023,afectada,afectada,1,88.0,0.0016840689,0.00023343596,0.9980825
231030088,2021,normal,normal,1,12.0,0.99855787,0.0009951757,0.00044694074
221030030,2023,afectada,afectada,1,53.0,0.0017905671,0.00380604,0.99440336
210980214,2015,afectada,riesgo,0,61.5,0.026605587,0.72306573,0.2503287
241170058,2024,normal,normal,1,2.5,0.99921227,0.00051992666,0.0002678078
221040043,2017,afectada,afectada,1,46.5,0.002316465,0.010205192,0.9874784
210960027,2025,afectada,afectada,1,53.0,0.21419635,0.07040491,0.7153987
231020155,2023,riesgo,afectada,0,26.7,0.040525597,0.06268807,0.8967863
221030030,2017,afectada,afectada,1,50.3,0.0017588537,0.022777043,0.9754641
221030044,2021,afectada,afectada,1,124.0,0.0005417973,0.00026199006,0.99919623
211020172,2021,afectada,afectada,1,112.0,0.001117926,0.00044077114,0.9984413
241150187,2015,normal,normal,1,11.8,0.9994764,4.485016e-05,0.00047880792
210980012,2016,normal,normal,1,20.4,0.99845505,0.00031427352,0.0012306678
210970015,2022,normal,normal,1,10.0,0.930825,0.017256975,0.051918063
210970015,2023,normal,normal,1,2.5,0.9825218,0.0015953872,0.015882848
231030063,2018,afectada,afectada,1,148.1,5.5578927e-05,0.00024369845,0.9997008
220950084,2015,afectada,afectada,1,69.3,0.001295701,0.011347083,0.98735726
210980012,2018,riesgo,normal,0,26.8,0.9987954,0.00034970033,0.00085487193
221030044,2024,afectada,afectada,1,52.0,0.019878125,0.011105631,0.96901625
220950053,2019,afectada,afectada,1,101.0,0.00034138482,0.00031034581,0.9993482
241130002,2025,normal,normal,1,11.3,0.9953941,0.0038189897,0.0007869012
231060003,2017,afectada,afectada,1,64.9,0.00021963494,0.0005352424,0.99924517
241160181,2023,afectada,afectada,1,61.0,0.012031358,0.011814673,0.9761539
241150028,2017,normal,normal,1,2.5,0.99729854,5.8977294e-05,0.00264255
241220031,2021,normal,normal,1,6.0,0.9998766,5.7720972e-05,6.562486e-05
241160255,2015,afectada,afectada,1,64.1,0.0020590648,0.021092193,0.97684866
221120006,2023,normal,normal,1,2.91,0.99079,0.0068300613,0.0023798514
211030763,2024,normal,normal,1,2.5,0.99966955,7.862383e-05,0.0002518058
231020155,2021,riesgo,riesgo,1,29.0,0.0015010197,0.8903075,0.1081915
221020024,2025,afectada,afectada,1,44.5,0.0011893947,0.3512768,0.6475338
251160072,2023,riesgo,riesgo,1,27.1,0.025674978,0.9725362,0.0017888019
241160189,2019,normal,normal,1,3.4,0.99970967,0.00014919002,0.00014117135
231020105,2025,normal,normal,1,21.7,0.9944317,0.0042074327,0.0013609253
231030088,2021,normal,normal,1,8.0,0.99503124,0.0045927097,0.0003760627
221120045,2017,riesgo,riesgo,1,31.2,0.18758023,0.43815988,0.3742599
221020024,2017,riesgo,riesgo,1,35.1,0.0008420165,0.5789629,0.42019507
221120045,2018,afectada,riesgo,0,49.4,0.107858986,0.5662652,0.32587582
220950053,2015,afectada,afectada,1,179.0,5.6944285e-05,0.0005253035,0.9994178
231030090,2020,normal,riesgo,0,20.0,0.069007084,0.65144414,0.2795488
231020105,2020,normal,normal,1,10.0,0.9964557,0.0014645183,0.0020797737
241160181,2017,afectada,afectada,1,97.0,0.0009366068,0.00088378036,0.9981797
220950053,2019,afectada,afectada,1,99.1,0.0017078697,0.0003370238,0.9979551
211020172,2020,afectada,afectada,1,107.0,0.00010234634,3.0100244e-05,0.99986756
241050067,2021,normal,normal,1,22.0,0.9993173,0.00030889176,0.0003738166
211020002,2019,afectada,afectada,1,111.0,0.0005793887,8.797892e-05,0.9993326
231020159,2023,normal,afectada,0,14.4,0.07287496,0.25579438,0.67133063
241160146,2019,normal,normal,1,11.99,0.9993086,0.00013496114,0.0005564512
251150038,2021,riesgo,afectada,0,34.0,0.2857476,0.053031668,0.6612208
210960027,2020,afectada,afectada,1,41.0,0.0085639935,0.0042219935,0.98721397
221080061,2024,afectada,afectada,1,51.0,0.060316544,0.05553078,0.88415265
211020002,2022,afectada,afectada,1,120.0,0.0010348437,0.00052536215,0.99843985
241160146,2022,normal,normal,1,6.0,0.9986072,0.001150363,0.00024243242
231030088,2015,riesgo,normal,0,34.6,0.9331238,0.032040883,0.03483526
241240008,2021,normal,normal,1,9.0,0.9934,0.0038753077,0.002724775
210960027,2017,afectada,afectada,1,41.4,0.12135809,0.009632973,0.86900896
241130030,2022,normal,normal,1,8.0,0.98816234,0.0022141237,0.009623578
211030008,2025,normal,normal,1,7.1,0.9976584,0.0014813793,0.0008602292
221040004,2015,afectada,afectada,1,176.0,3.0333e-05,3.0493627e-05,0.9999392
221020024,2016,riesgo,afectada,0,37.1,0.00018762334,0.0025955113,0.9972168
210980020,2025,afectada,afectada,1,114.9,0.004539139,0.33214894,0.66331196
220950053,2017,afectada,afectada,1,86.9,0.0013737708,0.00021411612,0.99841213
211030763,2020,normal,normal,1,7.0,0.99598795,0.00024081161,0.003771255
210980114,2018,afectada,afectada,1,53.2,0.000108488864,0.00255119,0.99734026
220950084,2025,riesgo,afectada,0,29.5,0.0005772868,0.001176814,0.99824595
231070081,2020,afectada,afectada,1,139.0,0.00031769637,0.0008371969,0.9988451
241060011,2025,normal,normal,1,5.8,0.99930716,0.00023079157,0.00046205198
241050045,2025,normal,normal,1,1.0,0.9996635,4.507469e-05,0.00029148808
241050067,2018,normal,normal,1,22.0,0.9613088,0.0054833167,0.03320791
241130002,2025,normal,normal,1,18.9,0.9956552,0.0038922648,0.0004525804
241160181,2020,afectada,afectada,1,84.0,0.0005523671,0.00023951268,0.99920815
221030030,2020,afectada,afectada,1,71.0,0.00012105841,0.00012677307,0.9997522
241120074,2023,riesgo,riesgo,1,29.1,0.0014778735,0.9912314,0.007290774
231010130,2019,afectada,afectada,1,110.0,0.0005545668,0.00030165742,0.9991437
221040043,2022,afectada,afectada,1,77.0,0.0008614544,0.0025685702,0.99657
231030090,2021,normal,normal,1,18.0,0.55061185,0.42099544,0.02839267
220960018,2017,afectada,afectada,1,71.8,0.041612297,0.0027329084,0.9556548
231060003,2024,afectada,afectada,1,90.0,0.00068991765,0.0026532572,0.9966568
221030030,2020,afectada,afectada,1,62.0,3.1675714e-05,0.0012967215,0.99867165
241160207,2018,normal,normal,1,1.0,0.99926597,0.0004750511,0.00025894967
210960027,2020,riesgo,afectada,0,33.0,0.009967353,0.05042311,0.93960947
210960027,2015,afectada,afectada,1,61.8,0.096602805,0.02678978,0.8766074
241050045,2025,normal,normal,1,0.5,0.9993315,0.00041592412,0.00025264846
241050067,2023,normal,normal,1,17.7,0.9916945,0.0078743575,0.00043114598
241120074,2018,riesgo,afectada,0,31.8,0.029835297,0.28665927,0.6835054
241160189,2017,normal,normal,1,3.69,0.99801695,0.00040349588,0.0015795002
221040043,2020,afectada,afectada,1,80.0,0.00547665,0.0048103784,0.98971295
210980012,2020,normal,normal,1,10.0,0.9996544,0.00021605942,0.00012947818
241160255,2022,afectada,riesgo,0,40.0,0.011051083,0.8251545,0.16379446
221020093,2022,normal,normal,1,2.5,0.98147154,0.00067225343,0.017856138
220950053,2025,afectada,afectada,1,93.3,0.0004366763,0.00036481966,0.9991985
251160078,2022,normal,afectada,0,18.0,0.19461171,0.18927212,0.61611617
221020012,2025,riesgo,riesgo,1,25.8,0.02167859,0.9776964,0.00062493037
210980020,2017,afectada,afectada,1,75.9,0.06744824,0.32073012,0.61182165
231010130,2015,afectada,afectada,1,129.0,5.0331008e-05,0.0013168252,0.99863285
210980114,2024,riesgo,riesgo,1,29.7,0.0036374985,0.9499907,0.04637177
241160207,2025,normal,normal,1,11.7,0.9996369,0.00030718974,5.5870314e-05
220950084,2017,afectada,afectada,1,55.1,0.0014635149,0.0013532344,0.99718326
221030030,2016,afectada,afectada,1,107.0,2.0962576e-05,0.00021648232,0.9997626
231050145,2021,riesgo,normal,0,32.0,0.50309366,0.49611902,0.0007872726
241130002,2021,normal,normal,1,19.0,0.9996364,0.00013902593,0.00022454269
210970015,2016,normal,normal,1,0.1,0.45802724,0.30435365,0.23761904
231010130,2025,afectada,afectada,1,53.4,0.0009317666,0.0020615866,0.9970067
231010130,2017,afectada,afectada,1,99.1,0.002549723,0.007895097,0.98955524
210980012,2016,normal,normal,1,8.49,0.99779594,0.0015816387,0.00062239193
210920002,2025,normal,normal,1,2.6,0.995654,0.00042592443,0.0039200764
241160255,2024,riesgo,afectada,0,31.2,0.0037597632,0.22914135,0.76709884
211020172,2015,afectada,afectada,1,143.0,3.147547e-05,0.0001006493,0.9998679
221020012,2018,riesgo,afectada,0,29.7,0.028071467,0.31647548,0.655453
210980214,2025,afectada,riesgo,0,40.1,0.21714824,0.48129538,0.30155638
221020087,2025,afectada,afectada,1,94.0,0.058945354,0.06621196,0.87484264
221120045,2025,riesgo,normal,0,32.6,0.8198474,0.16142419,0.018728415
210980214,2023,normal,normal,1,22.0,0.64079404,0.012394089,0.34681183
210980017,2022,afectada,afectada,1,103.0,0.0010196642,0.0015881837,0.9973922
241280020,2025,normal,normal,1,4.0,0.99882156,0.00061197137,0.00056648266
221020012,2017,riesgo,riesgo,1,29.3,0.0016229927,0.9903583,0.008018774
221120045,2024,riesgo,afectada,0,31.6,0.10854689,0.19458035,0.6968728
221030030,2023,afectada,afectada,1,52.0,0.00013910452,0.0014481939,0.9984127
