ipa,nombre_punto,fecha,x_utm30,y_utm30,cota,codigo_masa_agua,masa_agua,naturaleza,localidad,municipio,provincia,no3_mgl,red,anio,mes,afectada,en_riesgo,clase,indicativo,nombre,dist_estacion_m,indicativo_clima,nombre_clima,altitud,prec,tmed,anio_clima,mes_clima,precip_7d,precip_15d,precip_30d,temp_media_7d,temp_media_30d,anomalia_temp,evento_extremo_lluvia,latitud,longitud
211020002,MANANTIAL TORMANTOS,2015-03-10,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),184.0,RNIT,2015,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,9.1,2015.0,3.0,9.8,29.2,59.2,4.271428571428571,1.0233333333333332,6.286607142857143,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2015-09-08,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),155.0,RNIT,2015,9,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,11.6,2015.0,9.0,37.4,48.2,72.0,9.557142857142855,14.0,-0.8580547112462007,False,42.312,-3.02
211030008,MANANTIAL PATAGALLINA 1,2015-09-23,502519,4696432,,45.0,ALUVIAL DEL OJA,Manantial,SANTO DOMINGO DE LA CALZADA,SANTO DOMINGO DE LA CALZADA,Rioja (La),3.7,RBAS,2015,9,False,False,normal,9115X,VALDEZCARAY,12715.866588402143,9115X,VALDEZCARAY,1630.0,0.0,6.3,2015.0,9.0,1.0,21.8,70.0,10.157142857142857,12.45,-6.1580547112462005,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2015-12-01,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),117.0,RNIT,2015,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,10.2,2015.0,12.0,21.4,48.29999999999999,48.3,2.8428571428571416,7.679999999999999,6.568035190615835,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2016-03-08,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),117.0,RNIT,2016,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,1.4,-3.3,2016.0,3.0,19.0,32.79999999999999,107.4,-0.6142857142857154,0.7533333333333331,-6.113392857142857,False,42.312,-3.02
211130014,PEÑA SAN TORCUATO,2016-04-06,499242,4686398,820.0,65.0,PRADOLUENGO-ANGUIANO,Manantial,EZCARAY,EZCARAY,Rioja (La),3.56,RBAS,2016,4,False,False,normal,9115X,VALDEZCARAY,2170.592558752392,9115X,VALDEZCARAY,1630.0,0.8,3.4,2016.0,4.0,58.6,75.0,132.6,1.6142857142857134,0.8699999999999998,-2.020699925539837,True,42.312,-3.02
211120001,MANANTIAL DE VALGAÑÓN. TRES CAÑOS,2016-04-06,493563,4685125,,65.0,PRADOLUENGO-ANGUIANO,Manantial,,VALGAÑÓN,Rioja (La),3.45,RBAS,2016,4,False,False,normal,9115X,VALDEZCARAY,4840.618341962172,9115X,VALDEZCARAY,1630.0,0.8,3.4,2016.0,4.0,58.6,75.0,132.6,1.6142857142857134,0.8699999999999998,-2.020699925539837,True,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2016-06-07,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),126.0,RNIT,2016,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,15.6,2016.0,6.0,9.2,20.999999999999996,99.4,11.2,8.843333333333334,1.8744876660341545,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2016-09-06,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),118.0,RNIT,2016,9,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,22.6,2016.0,9.0,0.0,6.199999999999993,18.8,18.285714285714285,17.41,10.1419452887538,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2016-12-13,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),121.0,RNIT,2016,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,4.8,2016.0,12.0,0.0,1.599999999999993,103.6,6.242857142857142,3.81,1.1680351906158355,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2017-03-21,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),106.0,RNIT,2017,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,2.6,4.1,2017.0,3.0,0.0,13.199999999999992,34.0,8.385714285714284,5.489999999999999,1.2866071428571426,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2017-06-06,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),106.0,RNIT,2017,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.4,8.2,2017.0,6.0,36.0,50.79999999999999,92.8,11.528571428571428,11.276666666666666,-5.525512333965846,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2017-09-05,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),108.0,RNIT,2017,9,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,16.2,2017.0,9.0,31.800000000000004,70.6,77.0,11.914285714285713,15.136666666666663,3.741945288753799,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2017-12-12,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),108.0,RNIT,2017,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,8.8,-3.2,2017.0,12.0,8.800000000000006,41.99999999999999,73.4,2.557142857142856,2.936666666666666,-6.831964809384164,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2018-03-13,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),129.0,RNIT,2018,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,2.2,2.0,2018.0,3.0,67.8,176.2,253.2,1.914285714285713,0.4133333333333328,-0.813392857142857,True,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2018-06-05,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),122.0,RNIT,2018,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,5.2,6.3,2018.0,6.0,47.39999999999999,130.4,157.0,10.114285714285714,8.486666666666666,-7.425512333965845,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2018-09-25,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),119.0,RNIT,2018,9,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,8.4,2018.0,9.0,3.599999999999998,18.599999999999984,51.60000000000001,15.628571428571425,15.056666666666668,-4.0580547112462,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2018-12-11,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),105.0,RNIT,2018,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,6.4,2018.0,12.0,0.0,5.799999999999985,68.60000000000001,7.242857142857141,5.3133333333333335,2.768035190615836,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2019-03-12,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),110.0,RNIT,2019,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,3.2,6.0,2019.0,3.0,51.0,50.99999999999998,54.20000000000001,3.199999999999998,4.489999999999999,3.186607142857143,True,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2019-06-18,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),111.0,RNIT,2019,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,17.0,2019.0,6.0,1.0,30.79999999999997,52.40000000000001,10.157142857142857,8.863333333333333,3.274487666034154,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2019-09-10,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),105.0,RNIT,2019,9,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,14.6,4.2,2019.0,9.0,4.000000000000003,17.19999999999997,26.600000000000016,9.714285714285712,13.833333333333334,-8.2580547112462,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2019-12-10,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),107.0,RNIT,2019,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,3.1,2019.0,12.0,9.200000000000006,56.599999999999966,140.60000000000002,2.071428571428567,1.4033333333333329,-0.531964809384164,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2020-03-10,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),120.0,RNIT,2020,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,9.2,2020.0,3.0,12.8,42.599999999999966,47.0,2.342857142857139,4.72,6.386607142857143,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2020-06-09,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),121.0,RNIT,2020,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,4.3,2020.0,6.0,79.0,84.39999999999998,138.6,8.38571428571428,10.146666666666668,-9.425512333965845,True,42.312,-3.02
211030008,MANANTIAL PATAGALLINA 1,2020-09-07,502519,4696432,,45.0,ALUVIAL DEL OJA,Manantial,SANTO DOMINGO DE LA CALZADA,SANTO DOMINGO DE LA CALZADA,Rioja (La),3.3,RBAS,2020,9,False,False,normal,9115X,VALDEZCARAY,12715.866588402143,9115X,VALDEZCARAY,1630.0,0.4,7.9,2020.0,9.0,0.0,11.999999999999972,24.8,12.257142857142853,15.226666666666665,-4.5580547112462,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2020-09-08,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),121.0,RNIT,2020,9,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,10.9,2020.0,9.0,0.4,12.399999999999972,25.200000000000003,12.128571428571425,14.756666666666666,-1.5580547112462,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2020-12-15,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),106.0,RNIT,2020,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.6,2.4,2020.0,12.0,12.4,19.99999999999997,24.0,3.571428571428567,4.026666666666666,-1.2319648093841642,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2021-03-09,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),138.0,RNIT,2021,3,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,1.0,-4.1,2021.0,3.0,4.5999999999999925,20.799999999999965,96.0,2.499999999999996,3.363333333333333,-6.913392857142856,False,42.312,-3.02
211130014,PEÑA SAN TORCUATO,2021-08-31,499242,4686398,820.0,65.0,PRADOLUENGO-ANGUIANO,Manantial,EZCARAY,EZCARAY,Rioja (La),4.0,RBAS,2021,8,False,False,normal,9115X,VALDEZCARAY,2170.592558752392,9115X,VALDEZCARAY,1630.0,21.8,15.6,2021.0,8.0,0.0,0.3999999999999645,2.4,15.471428571428566,15.999999999999998,-1.080058651026393,False,42.312,-3.02
211120001,MANANTIAL DE VALGAÑÓN. TRES CAÑOS,2021-08-31,493563,4685125,,65.0,PRADOLUENGO-ANGUIANO,Manantial,,VALGAÑÓN,Rioja (La),5.0,RBAS,2021,8,False,False,normal,9115X,VALDEZCARAY,4840.618341962172,9115X,VALDEZCARAY,1630.0,21.8,15.6,2021.0,8.0,0.0,0.3999999999999645,2.4,15.471428571428566,15.999999999999998,-1.080058651026393,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2021-11-16,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),110.0,RNIT,2021,11,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,1.8,0.6,2021.0,11.0,20.39999999999999,46.39999999999996,99.0,3.2142857142857104,5.276666666666667,-4.087575757575758,False,42.312,-3.02
211030008,MANANTIAL PATAGALLINA 1,2022-03-07,502519,4696432,,45.0,ALUVIAL DEL OJA,Manantial,SANTO DOMINGO DE LA CALZADA,SANTO DOMINGO DE LA CALZADA,Rioja (La),2.7,RBAS,2022,3,False,False,normal,9115X,VALDEZCARAY,12715.866588402143,9115X,VALDEZCARAY,1630.0,3.2,-1.4,2022.0,3.0,46.79999999999999,49.59999999999996,64.6,0.9285714285714244,2.423333333333333,-4.213392857142857,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2022-05-09,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),120.0,RNIT,2022,5,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,10.8,2022.0,5.0,33.79999999999999,60.39999999999996,150.79999999999998,5.071428571428568,5.253333333333333,2.1725490196078443,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2023-06-26,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),112.0,RNIT,2023,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.6,15.6,2023.0,6.0,23.8,70.19999999999996,129.6,15.099999999999996,13.303333333333336,1.8744876660341545,False,42.312,-3.02
211120001,MANANTIAL DE VALGAÑÓN. TRES CAÑOS,2023-09-13,493563,4685125,,65.0,PRADOLUENGO-ANGUIANO,Manantial,,VALGAÑÓN,Rioja (La),5.6,RBAS,2023,9,False,False,normal,9115X,VALDEZCARAY,4840.618341962172,9115X,VALDEZCARAY,1630.0,0.0,10.8,2023.0,9.0,26.2,60.99999999999997,74.4,16.671428571428567,17.243333333333332,-1.6580547112461996,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2023-12-11,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),110.0,RNIT,2023,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,9.2,2023.0,12.0,5.800000000000001,53.999999999999964,75.8,3.499999999999995,5.39,5.568035190615835,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2024-06-17,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),145.0,RNIT,2024,6,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.0,15.4,2024.0,6.0,3.2,22.199999999999964,47.8,8.899999999999995,9.37,1.674487666034155,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2025-02-26,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),125.3,RNIT,2025,2,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.6,0.4,2025.0,2.0,20.200000000000006,32.599999999999966,58.6,4.099999999999995,2.1066666666666665,-1.8775244299674267,False,42.312,-3.02
211130014,PEÑA SAN TORCUATO,2025-03-10,499242,4686398,820.0,65.0,PRADOLUENGO-ANGUIANO,Manantial,EZCARAY,EZCARAY,Rioja (La),4.2,RBAS,2025,3,False,False,normal,9115X,VALDEZCARAY,2170.592558752392,9115X,VALDEZCARAY,1630.0,4.2,0.2,2025.0,3.0,62.00000000000001,87.79999999999997,126.0,1.728571428571423,2.47,-2.613392857142857,True,42.312,-3.02
211120001,MANANTIAL DE VALGAÑÓN. TRES CAÑOS,2025-03-10,493563,4685125,,65.0,PRADOLUENGO-ANGUIANO,Manantial,,VALGAÑÓN,Rioja (La),4.6,RBAS,2025,3,False,False,normal,9115X,VALDEZCARAY,4840.618341962172,9115X,VALDEZCARAY,1630.0,4.2,0.2,2025.0,3.0,62.00000000000001,87.79999999999997,126.0,1.728571428571423,2.47,-2.613392857142857,True,42.312,-3.02
211030008,MANANTIAL PATAGALLINA 1,2025-03-10,502519,4696432,,45.0,ALUVIAL DEL OJA,Manantial,SANTO DOMINGO DE LA CALZADA,SANTO DOMINGO DE LA CALZADA,Rioja (La),1.8,RBAS,2025,3,False,False,normal,9115X,VALDEZCARAY,12715.866588402143,9115X,VALDEZCARAY,1630.0,4.2,0.2,2025.0,3.0,62.00000000000001,87.79999999999997,126.0,1.728571428571423,2.47,-2.613392857142857,True,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2025-05-13,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),61.5,RNIT,2025,5,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.2,7.2,2025.0,5.0,27.40000000000001,72.39999999999996,166.8,4.028571428571423,5.526666666666667,-1.4274509803921562,False,42.312,-3.02
211020002,MANANTIAL TORMANTOS,2025-12-03,492766,4704119,,44.0,ALUVIAL DEL TIRÓN,Manantial,TORMANTOS,TORMANTOS,Rioja (La),131.7,RNIT,2025,12,True,False,afectada,9115X,VALDEZCARAY,20477.20029264447,9115X,VALDEZCARAY,1630.0,0.4,-0.8,2025.0,12.0,29.000000000000004,61.999999999999964,159.2,0.8857142857142806,3.273333333333333,-4.431964809384164,False,42.312,-3.02
211030008,MANANTIAL PATAGALLINA 1,2025-12-17,502519,4696432,,45.0,ALUVIAL DEL OJA,Manantial,SANTO DOMINGO DE LA CALZADA,SANTO DOMINGO DE LA CALZADA,Rioja (La),7.1,RBAS,2025,12,False,False,normal,9115X,VALDEZCARAY,12715.866588402143,9115X,VALDEZCARAY,1630.0,0.0,3.6,2025.0,12.0,15.400000000000007,19.399999999999963,89.8,4.257142857142852,2.076666666666666,-0.031964809384164,False,42.312,-3.02
220950053,MANANTIAL DE OLLONGUI,2015-03-10,513179,4709814,,45.0,ALUVIAL DEL OJA,Manantial,RODEZNO,RODEZNO,Rioja (La),126.0,RNIT,2015,3,True,False,afectada,9121X,HARO,3966.5902498460828,9121X,HARO,465.0,0.0,12.4,2015.0,3.0,3.6,26.0,52.4,10.071428571428571,6.85,2.536363636363637,False,42.576,-2.846
211030763,"Talleres Janda, S.L. POZO 2",2015-05-06,504382,4701022,612.0,45.0,ALUVIAL DEL OJA,Pozo,,BAÑARES,Rioja (La),10.4,RNIT,2015,5,False,False,normal,9121X,HARO,15165.87350394755,9121X,HARO,465.0,0.0,14.2,2015.0,5.0,0.6000000000000001,9.4,19.2,16.67142857142857,14.296666666666663,-1.70850439882698,False,42.576,-2.846
220950084,Pozo Mazo 2,2015-05-07,512304,4713120,475.0,45.0,ALUVIAL DEL OJA,Pozo,HARO,HARO,Rioja (La),56.6,RNIT,2015,5,True,False,afectada,9121X,HARO,707.4944499217581,9121X,HARO,465.0,0.0,16.8,2015.0,5.0,0.6000000000000001,9.2,19.2,16.87142857142857,14.41,0.8914956011730215,False,42.576,-2.846
210980206,FUENTE DEL ESTRECHO,2015-05-07,510029,4712494,485.0,45.0,ALUVIAL DEL OJA,Manantial,,HARO,Rioja (La),63.4,RNIT,2015,5,True,False,afectada,9121X,HARO,2893.023436383473,9121X,HARO,465.0,0.0,16.8,2015.0,5.0,0.6000000000000001,9.2,19.2,16.87142857142857,14.41,0.8914956011730215,False,42.576,-2.846
210980012,MANANTIAL PISCIFACTORIA,2015-05-17,506025,4707245,520.0,45.0,ALUVIAL DEL OJA,Manantial,,CASTAÑARES DE RIOJA,Rioja (La),31.8,RBAS,2015,5,False,True,riesgo,9121X,HARO,9271.803668822771,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210960027,LA FUENTITA,2015-05-17,496442,4705822,565.0,44.0,ALUVIAL DEL TIRÓN,Manantial,LEIVA,LEIVA,Rioja (La),108.0,RNIT,2015,5,True,False,afectada,9121X,HARO,18029.68716239723,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210970015,CARRETERA SAJAZARGA,2015-05-17,503931,4710737,,45.0,ALUVIAL DEL OJA,Pozo,TIRGO,TIRGO,Rioja (La),87.6,RNIT,2015,5,True,False,afectada,9121X,HARO,9211.710250809187,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210980020,FUENTE DEL POBE,2015-05-17,506831,4710473,,45.0,ALUVIAL DEL OJA,Manantial,CASALARREINA,CASALARREINA,Rioja (La),63.3,RNIT,2015,5,True,False,afectada,9121X,HARO,6664.886422863479,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210980214,EL NAVAL (CAMINO PERPENDICULAR A CRA CASALARREINA-OLLAURI -N-232,2015-05-17,507946,4710298,505.0,45.0,ALUVIAL DEL OJA,Pozo,,CASALARREINA,Rioja (La),61.5,RNIT,2015,5,True,False,afectada,9121X,HARO,5821.433464996569,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
211020172,MANANTIAL DEL CAÑO,2015-05-17,497981,4705042,,44.0,ALUVIAL DEL TIRÓN,Manantial,HERRAMELLURI,HERRAMÉLLURI,Rioja (La),143.0,RNIT,2015,5,True,False,afectada,9121X,HARO,17045.589216680128,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210980114,MALZAPATO,2015-05-17,509312,4713861,480.0,45.0,ALUVIAL DEL OJA,Pozo,HARO,HARO,Rioja (La),201.0,RNIT,2015,5,True,False,afectada,9121X,HARO,3328.3232446253123,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210980017,FUENTE DE LA ROSA,2015-05-17,510361,4707537,,45.0,ALUVIAL DEL OJA,Manantial,ZARRATON,ZARRATÓN,Rioja (La),122.0,RNIT,2015,5,True,False,afectada,9121X,HARO,6611.144834298508,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
211040003,FUENTE DE CIDAMÓN,2015-05-17,509763,4704680,615.0,45.0,ALUVIAL DEL OJA,Manantial,CIDAMON,CIDAMÓN,Rioja (La),99.4,RNIT,2015,5,True,False,afectada,9121X,HARO,9508.68838313283,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
211040583,Camino de Carramolinero (PO: 501 PA:478),2015-05-17,509565,4701387,626.0,45.0,ALUVIAL DEL OJA,Pozo,,CIDAMÓN,Rioja (La),86.8,RNIT,2015,5,True,False,afectada,9121X,HARO,12733.004431650481,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
210980012,MANANTIAL PISCIFACTORIA,2015-05-17,506025,4707245,520.0,45.0,ALUVIAL DEL OJA,Manantial,,CASTAÑARES DE RIOJA,Rioja (La),31.8,RNIT,2015,5,False,True,riesgo,9121X,HARO,9271.803668822771,9121X,HARO,465.0,0.0,14.6,2015.0,5.0,0.0,0.4,12.800000000000002,18.857142857142858,16.026666666666667,-1.3085043988269796,False,42.576,-2.846
220950053,MANANTIAL DE OLLONGUI,2015-06-02,513179,4709814,,45.0,ALUVIAL DEL OJA,Manantial,RODEZNO,RODEZNO,Rioja (La),154.0,RNIT,2015,6,True,False,afectada,9121X,HARO,3966.5902498460828,9121X,HARO,465.0,0.0,23.2,2015.0,6.0,0.0,3.0,3.4,16.442857142857143,16.18,2.823100303951368,False,42.576,-2.846
210940011,PIEZOMETRO-2 HERRERA. ABTO. VILLALBA DE RIOJA,2015-07-27,508926,4719111,,6.0,PANCORBO-CONCHAS DE HARO,Pozo,,VILLALBA DE RIOJA,Rioja (La),2.9,RBAS,2015,7,False,False,normal,9121X,HARO,6526.119453038332,9121X,HARO,465.0,0.0,22.2,2015.0,7.0,9.0,9.2,9.4,23.61428571428572,24.469999999999995,-0.5538709677419362,False,42.576,-2.846
210920002,FUENTE HONTORIA,2015-07-27,497781,4719288,668.0,6.0,PANCORBO-CONCHAS DE HARO,Manantial,FONCEA,FONCEA,Rioja (La),2.0,RBAS,2015,7,False,False,normal,9121X,HARO,15858.080886096404,9121X,HARO,465.0,0.0,22.2,2015.0,7.0,9.0,9.2,9.4,23.61428571428572,24.469999999999995,-0.5538709677419362,False,42.576,-2.846
220960018,POZO DEL EBRO,2015-07-27,519673,4711843,430.0,46.0,LAGUARDIA,Pozo,SAN VICENTE DE LA SONSIERRA,SAN VICENTE DE LA SONSIERRA,Rioja (La),50.7,RBAS,2015,7,True,False,afectada,9121X,HARO,7286.962390910949,9121X,HARO,465.0,0.0,22.2,2015.0,7.0,9.0,9.2,9.4,23.61428571428572,24.469999999999995,-0.5538709677419362,False,42.576,-2.846
220950053,MANANTIAL DE OLLONGUI,2015-09-08,513179,4709814,,45.0,ALUVIAL DEL OJA,Manantial,RODEZNO,RODEZNO,Rioja (La),179.0,RNIT,2015,9,True,False,afectada,9121X,HARO,3966.5902498460828,9121X,HARO,465.0,0.0,17.2,2015.0,9.0,5.8,30.6,45.0,15.7,20.44333333333333,-1.6449346405228766,False,42.576,-2.846
