ipa;nombre_punto;fecha;x_utm30;y_utm30;cota;codigo_masa_agua;masa_agua;naturaleza;localidad;municipio;provincia;no3_mgl;red;anio;mes;afectada;en_riesgo;clase;indicativo;nombre;dist_estacion_m;indicativo_clima;nombre_clima;altitud;prec;tmed;anio_clima;mes_clima;precip_7d;precip_15d;precip_30d;temp_media_7d;temp_media_30d;anomalia_temp;evento_extremo_lluvia;latitud;longitud;x_utm30_esp;y_utm30_esp;nombre_punto_esp;municipio_esp;provincia_esp;masa_agua_esp;red_esp;lon_x;lat_x;lat_y;lon_y;soil_cec_0_5cm;soil_cec_15_30cm;soil_cec_5_15cm;soil_clay_0_5cm;soil_clay_15_30cm;soil_clay_5_15cm;soil_phh2o_0_5cm;soil_phh2o_15_30cm;soil_phh2o_5_15cm;soil_sand_0_5cm;soil_sand_15_30cm;soil_sand_5_15cm;soil_silt_0_5cm;soil_silt_15_30cm;soil_silt_5_15cm;soil_soc_0_5cm;soil_soc_15_30cm;soil_soc_5_15cm;soil_wv0033_0_5cm;soil_wv0033_15_30cm;soil_wv0033_5_15cm;soil_wv1500_0_5cm;soil_wv1500_15_30cm;soil_wv1500_5_15cm;clc2012_codigo;clc2012_nombre;clc2012_agricola;clc2018_codigo;clc2018_nombre;clc2018_agricola;cambio_clc_2012_2018;sigpac_uso;sigpac_uso_nombre;sigpac_superficie_m2;sigpac_pendiente_pct;sigpac_coef_regadio;sigpac_es_agricola;dist_sigpac_m;zona_vulnerable_nitratos;altitud_dem_m;ndvi_2015;ndvi_2016;ndvi_2017;ndvi_2018;ndvi_2019;ndvi_2020;ndvi_2021;ndvi_2022;ndvi_2023;ndvi_2024;ndvi_2025;ndvi_media_periodo;ndvi_min_periodo;ndvi_max_periodo;ndvi_cambio_periodo;ndvi_anio_observacion
210970015;CARRETERA SAJAZARGA;2019-07-03;503931;4710737;;45.0;ALUVIAL DEL OJA;Pozo;TIRGO;TIRGO;Rioja (La);6.39;RNIT;2019;7;False;False;normal;9121X;HARO;9211.710250809188;9121X;HARO;465.0;0.2;22.6;2019.0;7.0;2.7999999999999963;9.400000000000006;20.2;26.31428571428572;20.78666666666667;-0.1538709677419341;False;42.576;-2.846;503931;4710737;CARRETERA SAJAZARGA;TIRGO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.952120489507344;42.54901707900289;42.54901707900289;-2.952120489507344;18.400000000000002;16.2;16.7;28.0;35.300000000000004;29.0;7.6000000000000005;7.6000000000000005;7.6000000000000005;27.200000000000003;23.0;26.3;40.300000000000004;34.4;40.300000000000004;23.5;11.5;11.3;0.34800000000000003;0.33;0.341;0.183;0.193;0.188;211;Tierras labor secano;True;211;Tierras labor secano;True;False;IM;Improductivo;586.5679767636988;0.16;0.0;False;0.0;True;510.55450439453125;0.2853338512090674;0.28251309109605793;0.21725569665431976;0.24506284296512604;0.28070175647735596;0.296682208776474;0.2633002698421478;0.20773622393608093;0.19437339901924133;0.29893267154693604;0.25456124544143677;0.25695029608765857;0.19437339901924133;0.29893267154693604;-0.030772605767630634;0.28070175647735596
210980214;EL NAVAL (CAMINO PERPENDICULAR A CRA CASALARREINA-OLLAURI -N-232;2019-07-03;507946;4710298;505.0;45.0;ALUVIAL DEL OJA;Pozo;;CASALARREINA;Rioja (La);39.0;RNIT;2019;7;True;False;afectada;9121X;HARO;5821.433464996569;9121X;HARO;465.0;0.2;22.6;2019.0;7.0;2.7999999999999963;9.400000000000006;20.2;26.31428571428572;20.78666666666667;-0.1538709677419341;False;42.576;-2.846;507946;4710298;EL NAVAL (CAMINO PERPENDICULAR A CRA CASALARREINA-OLLAURI -N-232;CASALARREINA;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.903224018219865;42.54503266880595;42.54503266880595;-2.903224018219865;20.0;16.6;18.6;21.200000000000003;24.400000000000002;22.5;7.6000000000000005;7.800000000000001;7.800000000000001;22.900000000000002;20.3;22.200000000000003;50.7;47.2;50.5;32.0;12.9;13.0;0.34900000000000003;0.323;0.333;0.193;0.193;0.193;211;Tierras labor secano;True;211;Tierras labor secano;True;False;TA;Tierra arable;8323.814070250124;0.14;100.0;True;0.0;True;506.27203369140625;0.3100668635861041;0.22724325839743476;0.22184589505195618;0.24038062989711761;0.3507588505744934;0.19391819834709167;0.21337954699993134;0.14240793883800507;0.2686789631843567;0.1860719472169876;0.24100157618522644;0.23597760620715497;0.14240793883800507;0.3507588505744934;-0.06906528740087764;0.3507588505744934
210980114;MALZAPATO;2019-07-03;509312;4713861;480.0;45.0;ALUVIAL DEL OJA;Pozo;HARO;HARO;Rioja (La);40.1;RNIT;2019;7;True;False;afectada;9121X;HARO;3328.3232446253123;9121X;HARO;465.0;0.2;22.6;2019.0;7.0;2.7999999999999963;9.400000000000006;20.2;26.31428571428572;20.78666666666667;-0.1538709677419341;False;42.576;-2.846;509312;4713861;MALZAPATO;HARO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.886529122493577;42.57710495472772;42.57710495472772;-2.886529122493577;22.0;19.1;21.0;18.900000000000002;27.400000000000002;22.3;7.6000000000000005;7.6000000000000005;7.7;31.400000000000002;25.8;29.3;38.6;36.2;38.0;27.6;13.0;12.700000000000001;0.356;0.337;0.34800000000000003;0.161;0.169;0.167;211;Tierras labor secano;True;211;Tierras labor secano;True;False;TA;Tierra arable;8850.174446481493;0.18;0.0;True;0.0;True;463.6600341796875;0.46105272080013565;0.8762579792391376;0.2205173224210739;0.29013609886169434;0.21803581714630127;0.22092722356319427;0.20597277581691742;0.1729559749364853;0.24483776092529297;0.20120637118816376;0.21251334249973297;0.3022193988543754;0.1729559749364853;0.8762579792391376;-0.24853937830040268;0.21803581714630127
210980206;FUENTE DEL ESTRECHO;2019-07-03;510029;4712494;485.0;45.0;ALUVIAL DEL OJA;Manantial;;HARO;Rioja (La);53.5;RNIT;2019;7;True;False;afectada;9121X;HARO;2893.023436383473;9121X;HARO;465.0;0.2;22.6;2019.0;7.0;2.7999999999999963;9.400000000000006;20.2;26.31428571428572;20.78666666666667;-0.1538709677419341;False;42.576;-2.846;510029;4712494;FUENTE DEL ESTRECHO;HARO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.877816206923574;42.564785112890746;42.564785112890746;-2.877816206923574;20.1;16.3;18.5;20.0;28.900000000000002;23.5;7.7;7.800000000000001;7.800000000000001;26.5;22.200000000000003;24.8;45.300000000000004;38.0;43.1;28.200000000000003;12.0;12.3;0.34500000000000003;0.33;0.34;0.167;0.187;0.179;211;Tierras labor secano;True;211;Tierras labor secano;True;False;TH;Huerta;73436.88493033344;0.39;100.0;True;0.0;True;481.4560241699219;0.5851827465182041;0.5856147565312653;0.5743879675865173;0.7480264902114868;0.7371034026145935;0.7657662034034729;0.7293891906738281;0.7071719765663147;0.6951951384544373;0.6893039345741272;0.7065324783325195;0.6839703895878878;0.5743879675865173;0.7657662034034729;0.12134973181431541;0.7371034026145935
220950084;Pozo Mazo 2;2019-07-03;512304;4713120;475.0;45.0;ALUVIAL DEL OJA;Pozo;HARO;HARO;Rioja (La);63.1;RNIT;2019;7;True;False;afectada;9121X;HARO;707.4944499217581;9121X;HARO;465.0;0.2;22.6;2019.0;7.0;2.7999999999999963;9.400000000000006;20.2;26.31428571428572;20.78666666666667;-0.1538709677419341;False;42.576;-2.846;512304;4713120;Pozo Mazo 2;HARO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.8500863567929398;42.57038980189249;42.57038980189249;-2.8500863567929398;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112;Tejido urbano discontinuo;False;112;Tejido urbano discontinuo;False;False;ZU;Zona urbana;3169966.949362416;0.85;0.0;False;0.0;True;470.14300537109375;0.2651004449238236;0.2590099078620881;0.12762516736984253;0.1510004848241806;0.1334318071603775;0.1961013525724411;0.12375162541866302;0.12067677080631256;0.1407468169927597;0.1625201404094696;0.1378563642501831;0.16525644387183103;0.12067677080631256;0.2651004449238236;-0.12724408067364051;0.1334318071603775
210980012;MANANTIAL PISCIFACTORIA;2019-07-08;506025;4707245;520.0;45.0;ALUVIAL DEL OJA;Manantial;;CASTAÑARES DE RIOJA;Rioja (La);14.21;RNIT;2019;7;False;False;normal;9121X;HARO;9271.803668822771;9121X;HARO;465.0;2.4;21.2;2019.0;7.0;4.399999999999996;4.400000000000007;13.4;24.11428571428572;21.98333333333333;-1.5538709677419362;False;42.576;-2.846;506025;4707245;MANANTIAL PISCIFACTORIA;CASTAÑARES DE RIOJA;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.926652431349929;42.51755526112446;42.51755526112446;-2.926652431349929;20.8;15.9;16.5;18.900000000000002;23.0;21.400000000000002;7.1000000000000005;7.5;7.4;22.700000000000003;20.900000000000002;22.3;54.7;50.0;52.6;38.0;10.5;13.4;0.343;0.333;0.339;0.157;0.162;0.161;211;Tierras labor secano;True;211;Tierras labor secano;True;False;AG;Agua;3335.7290088981067;0.5;0.0;False;0.0;False;530.6890258789062;0.711187539434128;0.7550503396012143;0.650301456451416;0.7029703259468079;0.6475771069526672;0.636570394039154;0.6002181768417358;0.6208142638206482;0.732672929763794;0.7874494194984436;0.7645792961120605;0.691762840769279;0.6002181768417358;0.7874494194984436;0.0533917566779325;0.6475771069526672
210980012;MANANTIAL PISCIFACTORIA;2019-07-08;506025;4707245;520.0;45.0;ALUVIAL DEL OJA;Manantial;;CASTAÑARES DE RIOJA;Rioja (La);14.21;RBAS;2019;7;False;False;normal;9121X;HARO;9271.803668822771;9121X;HARO;465.0;2.4;21.2;2019.0;7.0;4.399999999999996;4.400000000000007;13.4;24.11428571428572;21.98333333333333;-1.5538709677419362;False;42.576;-2.846;506025;4707245;MANANTIAL PISCIFACTORIA;CASTAÑARES DE RIOJA;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.926652431349929;42.51755526112446;42.51755526112446;-2.926652431349929;20.8;15.9;16.5;18.900000000000002;23.0;21.400000000000002;7.1000000000000005;7.5;7.4;22.700000000000003;20.900000000000002;22.3;54.7;50.0;52.6;38.0;10.5;13.4;0.343;0.333;0.339;0.157;0.162;0.161;211;Tierras labor secano;True;211;Tierras labor secano;True;False;AG;Agua;3335.7290088981067;0.5;0.0;False;0.0;False;530.6890258789062;0.711187539434128;0.7550503396012143;0.650301456451416;0.7029703259468079;0.6475771069526672;0.636570394039154;0.6002181768417358;0.6208142638206482;0.732672929763794;0.7874494194984436;0.7645792961120605;0.691762840769279;0.6002181768417358;0.7874494194984436;0.0533917566779325;0.6475771069526672
211030763;Talleres Janda, S.L. POZO 2;2019-07-08;504382;4701022;612.0;45.0;ALUVIAL DEL OJA;Pozo;;BAÑARES;Rioja (La);4.39;RNIT;2019;7;False;False;normal;9121X;HARO;15165.87350394755;9121X;HARO;465.0;2.4;21.2;2019.0;7.0;4.399999999999996;4.400000000000007;13.4;24.11428571428572;21.98333333333333;-1.5538709677419362;False;42.576;-2.846;504382;4701022;Talleres Janda, S.L. POZO 2;BAÑARES;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.946701691271199;42.46152264878249;42.46152264878249;-2.946701691271199;19.400000000000002;15.4;16.2;23.8;26.5;23.8;7.9;7.9;8.0;22.1;20.400000000000002;22.400000000000002;48.6;47.0;48.7;26.6;11.200000000000001;12.700000000000001;0.34;0.332;0.334;0.176;0.187;0.187;211;Tierras labor secano;True;211;Tierras labor secano;True;False;IM;Improductivo;23986.31923743587;0.2;0.0;False;0.0;False;610.9520263671875;0.31831459996718237;0.22606599996204724;0.26923078298568726;0.3066257834434509;0.29419612884521484;0.2931034564971924;0.322053462266922;0.2845921516418457;0.2765321433544159;0.2837958037853241;0.3167553246021271;0.29011505794103726;0.22606599996204724;0.322053462266922;-0.0015592753650552904;0.29419612884521484
211040003;FUENTE DE CIDAMÓN;2019-07-08;509763;4704680;615.0;45.0;ALUVIAL DEL OJA;Manantial;CIDAMON;CIDAMÓN;Rioja (La);98.9;RNIT;2019;7;True;False;afectada;9121X;HARO;9508.68838313283;9121X;HARO;465.0;2.4;21.2;2019.0;7.0;4.399999999999996;4.400000000000007;13.4;24.11428571428572;21.98333333333333;-1.5538709677419362;False;42.576;-2.846;509763;4704680;FUENTE DE CIDAMÓN;CIDAMÓN;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.8811903310232894;42.494417094545355;42.494417094545355;-2.8811903310232894;20.200000000000003;15.100000000000001;16.2;22.5;27.5;23.5;7.4;7.7;7.7;24.6;23.0;24.700000000000003;48.1;42.900000000000006;47.2;28.200000000000003;10.4;12.100000000000001;0.34800000000000003;0.336;0.34;0.162;0.164;0.164;211;Tierras labor secano;True;211;Tierras labor secano;True;False;PR;Pasto arbustivo;5318.851242021235;1.13;0.0;True;0.0;True;581.7440185546875;0.6663210355554069;0.7015969138578676;0.6605861783027649;0.6420838832855225;0.6399673819541931;0.610368549823761;0.6280471086502075;0.576757550239563;0.714102566242218;0.6117045879364014;0.5490398406982422;0.636415963322377;0.5490398406982422;0.714102566242218;-0.1172811948571647;0.6399673819541931
210980017;FUENTE DE LA ROSA;2019-07-08;510361;4707537;;45.0;ALUVIAL DEL OJA;Manantial;ZARRATON;ZARRATÓN;Rioja (La);98.7;RNIT;2019;7;True;False;afectada;9121X;HARO;6611.144834298508;9121X;HARO;465.0;2.4;21.2;2019.0;7.0;4.399999999999996;4.400000000000007;13.4;24.11428571428572;21.98333333333333;-1.5538709677419362;False;42.576;-2.846;510361;4707537;FUENTE DE LA ROSA;ZARRATÓN;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.8738613390006438;42.520139022965864;42.520139022965864;-2.8738613390006438;19.3;16.0;16.8;20.5;23.8;21.700000000000003;7.800000000000001;7.9;7.9;22.3;20.0;22.400000000000002;54.0;50.5;52.6;24.1;11.0;11.4;0.338;0.324;0.332;0.178;0.187;0.187;211;Tierras labor secano;True;211;Tierras labor secano;True;False;MT;Monte bajo / Matorral;1133.3378436182925;1.3;0.0;False;0.0;True;535.1876831054688;0.507898954437915;0.5525688685539987;0.5559792518615723;0.6837455630302429;0.570530891418457;0.5415583848953247;0.33601608872413635;0.2895805537700653;0.5944510698318481;0.6737828254699707;0.5624954104423523;0.5335098056759894;0.2895805537700653;0.6837455630302429;0.0545964560044373;0.570530891418457
211040587;CAMINO DE BAÑARES;2019-07-08;507436;4700831;605.0;45.0;ALUVIAL DEL OJA;Sondeo;;BAÑARES;Rioja (La);87.8;RNIT;2019;7;True;False;afectada;9121X;HARO;13921.119665026916;9121X;HARO;465.0;2.4;21.2;2019.0;7.0;4.399999999999996;4.400000000000007;13.4;24.11428571428572;21.98333333333333;-1.5538709677419362;False;42.576;-2.846;507436;4700831;CAMINO DE BAÑARES;BAÑARES;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.909558370814552;42.45977922466297;42.45977922466297;-2.909558370814552;18.400000000000002;15.200000000000001;16.400000000000002;31.0;31.700000000000003;31.3;8.0;8.1;8.200000000000001;23.6;23.1;23.6;44.7;44.0;44.0;23.200000000000003;10.8;13.5;0.355;0.34;0.343;0.188;0.188;0.188;211;Tierras labor secano;True;211;Tierras labor secano;True;False;CA;Viales;7366.778210459292;0.24;0.0;False;0.0;True;607.009033203125;0.23193359095463015;0.239820323477533;0.3022332489490509;0.2906944751739502;0.27630946040153503;0.2771338224411011;0.3356727659702301;0.22990202903747559;0.22017696499824524;0.24100491404533386;0.21786344051361084;0.26024954872388145;0.21786344051361084;0.3356727659702301;-0.014070150441019308;0.27630946040153503
220950053;MANANTIAL DE OLLONGUI;2019-09-10;513179;4709814;;45.0;ALUVIAL DEL OJA;Manantial;RODEZNO;RODEZNO;Rioja (La);78.4;RNIT;2019;9;True;False;afectada;9121X;HARO;3966.5902498460823;9121X;HARO;465.0;5.2;12.9;2019.0;9.0;0.1999999999999991;0.8000000000000134;2.399999999999999;17.04285714285714;20.70333333333333;-5.944934640522876;False;42.576;-2.846;513179;4709814;MANANTIAL DE OLLONGUI;RODEZNO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.839501585761097;42.54060232582512;42.54060232582512;-2.839501585761097;22.0;15.700000000000001;16.8;21.3;27.0;23.3;7.7;7.800000000000001;7.800000000000001;21.700000000000003;19.8;21.200000000000003;53.7;48.300000000000004;52.2;28.5;11.4;11.4;0.34900000000000003;0.33;0.342;0.171;0.182;0.183;211;Tierras labor secano;True;211;Tierras labor secano;True;False;MT;Monte bajo / Matorral;354.8166786670934;1.19;0.0;False;0.0;True;501.4400329589844;0.5975763506012082;0.5566633512684394;0.7340297102928162;0.7895739078521729;0.774545431137085;0.7724764943122864;0.7586206793785095;0.7377396821975708;0.7450381517410278;0.7720738649368286;0.705908477306366;0.72220419100221;0.5566633512684394;0.7895739078521729;0.1083321267051578;0.774545431137085
220950005;FUENTE JUANILLO;2019-11-06;513117;4712423;434.0;45.0;ALUVIAL DEL OJA;Manantial;;HARO;Rioja (La);113.8;RNIT;2019;11;True;False;afectada;9121X;HARO;1404.6619397369102;9121X;HARO;465.0;3.8;11.2;2019.0;11.0;15.399999999999997;34.600000000000016;44.8;14.571428571428571;14.986666666666668;1.3993902439024382;False;42.576;-2.846;513117;4712423;FUENTE JUANILLO;HARO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.840196710775874;42.564099414230796;42.564099414230796;-2.840196710775874;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211;Tierras labor secano;True;211;Tierras labor secano;True;False;ZU;Zona urbana;3169966.949362416;0.85;0.0;False;0.0;True;459.385009765625;0.33872062597979247;0.3486162343807336;0.5402419567108154;0.42797696590423584;0.4827403128147125;0.5147033929824829;0.42477455735206604;0.4218153953552246;0.5088446736335754;0.5185075402259827;0.5143558382987976;0.4582997721489472;0.33872062597979247;0.5402419567108154;0.17563521231900514;0.4827403128147125
210980248;FUENTENUEVA;2019-11-06;509300;4707739;530.0;45.0;ALUVIAL DEL OJA;Manantial;ZARRATON;ZARRATÓN;Rioja (La);147.7;RNIT;2019;11;True;False;afectada;9121X;HARO;6870.126436254881;9121X;HARO;465.0;3.8;11.2;2019.0;11.0;15.399999999999997;34.600000000000016;44.8;14.571428571428571;14.986666666666668;1.3993902439024382;False;42.576;-2.846;509300;4707739;FUENTENUEVA;ZARRATÓN;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.8867750364781;42.521971689706;42.521971689706;-2.8867750364781;19.400000000000002;15.600000000000001;16.6;18.2;22.6;19.400000000000002;7.9;8.0;8.0;21.400000000000002;19.0;20.3;55.800000000000004;51.400000000000006;54.7;30.0;12.0;12.3;0.341;0.329;0.334;0.182;0.187;0.187;211;Tierras labor secano;True;211;Tierras labor secano;True;False;TA;Tierra arable;4198.666293941611;1.75;100.0;True;0.0;True;550.0184936523438;0.40110438103578294;0.2698468907062225;0.6176641583442688;0.4566025137901306;0.5111713409423828;0.5636743307113647;0.5706589221954346;0.5962249636650085;0.5783514380455017;0.664706826210022;0.7353398203849792;0.5423041441846453;0.2698468907062225;0.7353398203849792;0.3342354393491963;0.5111713409423828
211040524;POZO SOMBRÍO;2019-11-06;511803;4705137;573.0;45.0;ALUVIAL DEL OJA;Pozo;;CIDAMÓN;Rioja (La);132.3;RNIT;2019;11;True;False;afectada;9121X;HARO;8646.993063662023;9121X;HARO;465.0;3.8;11.2;2019.0;11.0;15.399999999999997;34.600000000000016;44.8;14.571428571428571;14.986666666666668;1.3993902439024382;False;42.576;-2.846;511803;4705137;POZO SOMBRÍO;CIDAMÓN;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.856355443600365;42.498504347630195;42.498504347630195;-2.856355443600365;20.200000000000003;14.8;16.5;25.6;26.700000000000003;26.3;7.800000000000001;7.800000000000001;7.800000000000001;21.200000000000003;18.6;21.6;49.300000000000004;47.0;48.5;23.6;10.4;12.100000000000001;0.333;0.312;0.322;0.187;0.187;0.187;211;Tierras labor secano;True;211;Tierras labor secano;True;False;TA;Tierra arable;7676.934046513939;0.34;100.0;True;0.0;True;575.556884765625;0.30117997479665476;0.26193582526663445;0.3212180733680725;0.4714355766773224;0.35308030247688293;0.7358331680297852;0.3620682954788208;0.15209828317165375;0.3670322000980377;0.2630070149898529;0.1980617791414261;0.3442682266813767;0.15209828317165375;0.7358331680297852;-0.10311819565522867;0.35308030247688293
210970015;CARRETERA SAJAZARGA;2019-11-12;503931;4710737;;45.0;ALUVIAL DEL OJA;Pozo;TIRGO;TIRGO;Rioja (La);8.0;RNIT;2019;11;False;False;normal;9121X;HARO;9211.710250809188;9121X;HARO;465.0;15.8;8.6;2019.0;11.0;55.6;61.80000000000001;88.0;8.042857142857143;13.063333333333333;-1.2006097560975617;True;42.576;-2.846;503931;4710737;CARRETERA SAJAZARGA;TIRGO;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.952120489507344;42.54901707900289;42.54901707900289;-2.952120489507344;18.400000000000002;16.2;16.7;28.0;35.300000000000004;29.0;7.6000000000000005;7.6000000000000005;7.6000000000000005;27.200000000000003;23.0;26.3;40.300000000000004;34.4;40.300000000000004;23.5;11.5;11.3;0.34800000000000003;0.33;0.341;0.183;0.193;0.188;211;Tierras labor secano;True;211;Tierras labor secano;True;False;IM;Improductivo;586.5679767636988;0.16;0.0;False;0.0;True;510.55450439453125;0.2853338512090674;0.28251309109605793;0.21725569665431976;0.24506284296512604;0.28070175647735596;0.296682208776474;0.2633002698421478;0.20773622393608093;0.19437339901924133;0.29893267154693604;0.25456124544143677;0.25695029608765857;0.19437339901924133;0.29893267154693604;-0.030772605767630634;0.28070175647735596
210960027;LA FUENTITA;2019-11-12;496442;4705822;565.0;44.0;ALUVIAL DEL TIRÓN;Manantial;LEIVA;LEIVA;Rioja (La);18.0;RNIT;2019;11;False;False;normal;9121X;HARO;18029.68716239723;9121X;HARO;465.0;15.8;8.6;2019.0;11.0;55.6;61.80000000000001;88.0;8.042857142857143;13.063333333333333;-1.2006097560975617;True;42.576;-2.846;496442;4705822;LA FUENTITA;LEIVA;Rioja (La);ALUVIAL DEL TIRÓN;RNIT;-3.043305794074483;42.50475520912932;42.50475520912932;-3.043305794074483;19.1;15.5;17.6;22.0;25.200000000000003;23.400000000000002;7.800000000000001;7.9;8.0;21.700000000000003;21.3;21.700000000000003;49.7;48.0;49.5;25.6;12.0;12.3;0.34400000000000003;0.332;0.34;0.178;0.189;0.188;112;Tejido urbano discontinuo;False;112;Tejido urbano discontinuo;False;False;ZU;Zona urbana;199469.73133932488;0.49;0.0;False;0.0;True;580.7160034179688;0.32083361108249453;0.33480681626455194;0.5957130193710327;0.643552303314209;0.6255315542221069;0.6176461577415466;0.5735172629356384;0.4823334813117981;0.5159026980400085;0.6231883764266968;0.5996360182762146;0.5393328453623908;0.32083361108249453;0.643552303314209;0.27880240719372007;0.6255315542221069
211020172;MANANTIAL DEL CAÑO;2019-11-12;497981;4705042;;44.0;ALUVIAL DEL TIRÓN;Manantial;HERRAMELLURI;HERRAMÉLLURI;Rioja (La);127.0;RNIT;2019;11;True;False;afectada;9121X;HARO;17045.589216680128;9121X;HARO;465.0;15.8;8.6;2019.0;11.0;55.6;61.80000000000001;88.0;8.042857142857143;13.063333333333333;-1.2006097560975617;True;42.576;-2.846;497981;4705042;MANANTIAL DEL CAÑO;HERRAMÉLLURI;Rioja (La);ALUVIAL DEL TIRÓN;RNIT;-3.0245712815334773;42.49773617229687;42.49773617229687;-3.0245712815334773;19.1;15.8;17.5;23.200000000000003;24.900000000000002;25.1;7.7;7.9;7.9;21.700000000000003;21.3;22.0;49.2;47.5;48.400000000000006;27.6;12.100000000000001;12.700000000000001;0.34700000000000003;0.337;0.34;0.18;0.185;0.183;211;Tierras labor secano;True;211;Tierras labor secano;True;False;MT;Monte bajo / Matorral;1005.2488693393032;2.29;0.0;False;0.0;True;575.1920166015625;0.42327496397161724;0.4337286410037697;0.621130108833313;0.5905807018280029;0.5784793496131897;0.5707837343215942;0.6493117809295654;0.6585572361946106;0.674222469329834;0.5859802961349487;0.6375018358230591;0.583959192543955;0.42327496397161724;0.674222469329834;0.21422687185144185;0.5784793496131897
210980012;MANANTIAL PISCIFACTORIA;2019-11-26;506025;4707245;520.0;45.0;ALUVIAL DEL OJA;Manantial;;CASTAÑARES DE RIOJA;Rioja (La);8.0;RBAS;2019;11;False;False;normal;9121X;HARO;9271.803668822771;9121X;HARO;465.0;0.6;11.5;2019.0;11.0;5.199999999999996;38.000000000000014;97.6;6.857142857142857;9.57;1.6993902439024389;False;42.576;-2.846;506025;4707245;MANANTIAL PISCIFACTORIA;CASTAÑARES DE RIOJA;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.926652431349929;42.51755526112446;42.51755526112446;-2.926652431349929;20.8;15.9;16.5;18.900000000000002;23.0;21.400000000000002;7.1000000000000005;7.5;7.4;22.700000000000003;20.900000000000002;22.3;54.7;50.0;52.6;38.0;10.5;13.4;0.343;0.333;0.339;0.157;0.162;0.161;211;Tierras labor secano;True;211;Tierras labor secano;True;False;AG;Agua;3335.7290088981067;0.5;0.0;False;0.0;False;530.6890258789062;0.711187539434128;0.7550503396012143;0.650301456451416;0.7029703259468079;0.6475771069526672;0.636570394039154;0.6002181768417358;0.6208142638206482;0.732672929763794;0.7874494194984436;0.7645792961120605;0.691762840769279;0.6002181768417358;0.7874494194984436;0.0533917566779325;0.6475771069526672
210980020;FUENTE DEL POBE;2019-11-26;506831;4710473;;45.0;ALUVIAL DEL OJA;Manantial;CASALARREINA;CASALARREINA;Rioja (La);79.0;RNIT;2019;11;True;False;afectada;9121X;HARO;6664.886422863479;9121X;HARO;465.0;0.6;11.5;2019.0;11.0;5.199999999999996;38.000000000000014;97.6;6.857142857142857;9.57;1.6993902439024389;False;42.576;-2.846;506831;4710473;FUENTE DEL POBE;CASALARREINA;Rioja (La);ALUVIAL DEL OJA;RNIT;-2.9168017266580355;42.54661934709923;42.54661934709923;-2.9168017266580355;20.900000000000002;16.8;17.2;22.700000000000003;30.5;26.8;7.4;7.6000000000000005;7.6000000000000005;25.900000000000002;21.400000000000002;24.400000000000002;43.400000000000006;40.2;42.2;28.8;11.200000000000001;12.3;0.34600000000000003;0.324;0.333;0.182;0.187;0.187;112;Tejido urbano discontinuo;False;112;Tejido urbano discontinuo;False;False;FO;Forestal;72267.21588526189;0.43;0.0;False;0.0;True;497.0989990234375;0.4859958721340321;0.5476638414243875;0.8068019151687622;0.7758015990257263;0.7786906361579895;0.7656192183494568;0.811215877532959;0.8485109806060791;0.8075318336486816;0.7718386650085449;0.7839561104774475;0.7439660499576424;0.4859958721340321;0.8485109806060791;0.2979602383434154;0.7786906361579895
